School,Conference,Player Name,Class/Year,Total Minutes Played,Games Played,Games Started,Nationality,Hometown,Country,Source Stats URL,Source Roster URL,Data Confidence,Notes,Estimated Graduation,Position
Colorado State-Pueblo,Rocky Mountain Athletic Conference,Sydney Lasater,Sr.,,,,USA,"Colorado Springs, Colo.",,,https://gothunderwolves.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 37%,2026,Forward
Colorado State-Pueblo,Rocky Mountain Athletic Conference,Makenzi Roth,Jr.,,,,USA,"Murrieta, Calif.",,,https://gothunderwolves.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 37%,2027,Defender
Colorado State-Pueblo,Rocky Mountain Athletic Conference,Natalia Toledo,So.,,,,USA,"Longmont, Colo.",,,https://gothunderwolves.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 37%,2028,Midfielder
Colorado State-Pueblo,Rocky Mountain Athletic Conference,Katie Peterson,Fr.,,,,USA,"Pueblo West, Colo.",,,https://gothunderwolves.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 37%,2029,Midfielder
Colorado State-Pueblo,Rocky Mountain Athletic Conference,Maya Romero,So.,,,,USA,"Rio Rancho, NM",,,https://gothunderwolves.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 37%,2028,Midfielder
Colorado State-Pueblo,Rocky Mountain Athletic Conference,Helena Domingues,So.,,,,International,"Anadia, Portugal",Portugal,,https://gothunderwolves.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 37%,2028,Midfielder
Colorado State-Pueblo,Rocky Mountain Athletic Conference,Daniela Torres,Sr.,,,,USA,"Denver, Colo.",,,https://gothunderwolves.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 37%,2026,Forward
Colorado State-Pueblo,Rocky Mountain Athletic Conference,Sienna Gargano,Sr.,,,,USA,"Washington, Utah",,,https://gothunderwolves.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 37%,2026,Defender
Colorado State-Pueblo,Rocky Mountain Athletic Conference,Faith Moa,R-Fr.,,,,International,"Auckland, New Zealand",New Zealand,,https://gothunderwolves.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 37%,2029,Defender
Colorado State-Pueblo,Rocky Mountain Athletic Conference,Cameron Farthing,Jr.,,,,International,"Coventry, England",United Kingdom,,https://gothunderwolves.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 37%,2027,Midfielder
Colorado State-Pueblo,Rocky Mountain Athletic Conference,Jerzie Troost,Sr.,,,,USA,"Phoenix, Ariz.",,,https://gothunderwolves.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 37%,2026,Defender
Colorado State-Pueblo,Rocky Mountain Athletic Conference,Allyson Sparks,Sr.,,,,USA,"Pueblo, Colo.",,,https://gothunderwolves.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 37%,2026,Defender
Colorado State-Pueblo,Rocky Mountain Athletic Conference,Caytlynn Garland,So.,,,,USA,"Gillette, Wyo.",,,https://gothunderwolves.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 37%,2028,Defender
Colorado State-Pueblo,Rocky Mountain Athletic Conference,Abby Menk,So.,,,,USA,"Delano, Minn.",,,https://gothunderwolves.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 37%,2028,Midfielder
Colorado State-Pueblo,Rocky Mountain Athletic Conference,Mackenzie Fryxell,So.,,,,USA,"Corona, Calif.",,,https://gothunderwolves.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 37%,2028,Defender
Colorado State-Pueblo,Rocky Mountain Athletic Conference,Yesenia Valdez,Jr.,,,,USA,"Colorado Springs, Colo.",,,https://gothunderwolves.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 37%,2027,Midfielder
Colorado State-Pueblo,Rocky Mountain Athletic Conference,Mara Ganje,Jr.,,,,USA,"Inver Grove Heights, Minn.",,,https://gothunderwolves.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 37%,2027,Midfielder
Colorado State-Pueblo,Rocky Mountain Athletic Conference,Mia Berney,Fr.,,,,USA,"Corona, Calif.",,,https://gothunderwolves.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 37%,2029,Midfielder
Colorado State-Pueblo,Rocky Mountain Athletic Conference,Carlia Johnson,R-Jr.,,,,International,"The Valley, Anguilla",Anguilla,,https://gothunderwolves.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 37%,2027,Forward
Columbus State,Peach Belt Conference,Roxy Mathews,Fr.,,,,USA,"Jacksonville, Fla.",,,https://csucougars.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 71%,2029,Goalkeeper
Columbus State,Peach Belt Conference,Huda Sayedzada,So.,,,,USA,"Columbus, Ga.",,,https://csucougars.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 71%,2028,Goalkeeper
Columbus State,Peach Belt Conference,Heidi Harris,Jr.,,,,USA,"Suwanee, Ga.",,,https://csucougars.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 71%,2027,Goalkeeper
Columbus State,Peach Belt Conference,Sarah Hungerford,Jr.,,,,USA,"Richmond Hill, Ga.",,,https://csucougars.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 71%,2027,Midfielder
Columbus State,Peach Belt Conference,Sophia Leal,Fr.,,,,USA,"Oxford, Ga.",,,https://csucougars.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 71%,2029,Midfielder
Columbus State,Peach Belt Conference,Faith Knoedler,Gr.,,,,USA,"Colorado Springs, Colo.",,,https://csucougars.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 71%,2025,Forward
Columbus State,Peach Belt Conference,Kelsey Croft,So.,,,,USA,"Douglasville, Ga.",,,https://csucougars.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 71%,2028,Defender
Columbus State,Peach Belt Conference,Kendal Coreil,So.,,,,USA,"Panama City Beach, Fla.",,,https://csucougars.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 71%,2028,Midfielder
Columbus State,Peach Belt Conference,Madelynn Neace,Jr.,,,,USA,"Newnan, Ga.",,,https://csucougars.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 71%,2027,Defender
Columbus State,Peach Belt Conference,Lizz Forshaw,Gr.,,,,International,"Stockton, England",United Kingdom,,https://csucougars.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 71%,2025,Forward
Columbus State,Peach Belt Conference,Avery Williams,Jr.,,,,USA,"St. Augustine, Fla.",,,https://csucougars.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 71%,2027,Defender
Columbus State,Peach Belt Conference,Elle Henschel,Fr.,,,,USA,"Charlotte, N.C.",,,https://csucougars.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 71%,2029,Forward
Columbus State,Peach Belt Conference,Brooke Yount,Jr.,,,,USA,"Cape Coral, Fla.",,,https://csucougars.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 71%,2027,Defender
Columbus State,Peach Belt Conference,Ansley Caldwell,So.,,,,USA,"Watkinsville, Ga.",,,https://csucougars.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 71%,2028,Defender
Columbus State,Peach Belt Conference,Juanita Escobar,So.,,,,International,"Medellin, Colombia",Colombia,,https://csucougars.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 71%,2028,Midfielder
Columbus State,Peach Belt Conference,Ui Suzuki,Fr.,,,,International,"Kawasaki, Japan",Japan,,https://csucougars.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 71%,2029,Forward
Columbus State,Peach Belt Conference,Mia Robinson,Fr.,,,,USA,"Camden, S.C.",,,https://csucougars.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 71%,2029,Forward
Columbus State,Peach Belt Conference,Gabi Hernandez,Jr.,,,,USA,"Kyle, Texas",,,https://csucougars.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 71%,2027,Midfielder
Columbus State,Peach Belt Conference,Amelia Donaldson,Fr.,,,,USA,"Johns Creek, Ga.",,,https://csucougars.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 71%,2029,Midfielder
Columbus State,Peach Belt Conference,Alannah Levins,Fr.,,,,USA,"McDonough, Ga.",,,https://csucougars.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 71%,2029,Forward
Columbus State,Peach Belt Conference,Emma Beddow,Sr.,,,,USA,"Savannah, Ga.",,,https://csucougars.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 71%,2026,Forward
Columbus State,Peach Belt Conference,Anna LaBarbera,Jr.,,,,USA,"Demorest, Ga.",,,https://csucougars.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 71%,2027,Forward
Columbus State,Peach Belt Conference,Skye Tumbelty,Fr.,,,,USA,"Green Cove Springs, Fla.",,,https://csucougars.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 71%,2029,Defender
Columbus State,Peach Belt Conference,Lauren Barnes,Sr.,,,,USA,"Clayton, Ga.",,,https://csucougars.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 71%,2026,Forward
Columbus State,Peach Belt Conference,Sage Smith,Sr.,,,,USA,"Cumming, Ga.",,,https://csucougars.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 71%,2026,Midfielder
Columbus State,Peach Belt Conference,Riley Munoz,Fr.,,,,USA,"Peachtree City, Ga.",,,https://csucougars.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 71%,2029,Defender
Columbus State,Peach Belt Conference,Delaney Weatherly,Fr.,,,,USA,"Pendergrass, Ga.",,,https://csucougars.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 71%,2029,Defender
Columbus State,Peach Belt Conference,Michelle Medina,Jr.,,,,USA,"Flowery Branch, Ga.",,,https://csucougars.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 71%,2027,Forward
Columbus State,Peach Belt Conference,Abigail Akerson,Jr.,,,,USA,"Winter Springs, Fla.",,,https://csucougars.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 71%,2027,Midfielder
Columbus State,Peach Belt Conference,Raegen Varvarigos,Fr.,,,,USA,"Oviedo, Fla.",,,https://csucougars.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 71%,2029,Forward
Columbus State,Peach Belt Conference,Vanessa Aviles,Sr.,,,,USA,"Rancho Cucamonga, Calif.",,,https://csucougars.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 71%,2026,Midfielder
Commonwealth University-Bloomsburg,Pennsylvania State Athletic Conference,Courtney Rebar,So.,,,,USA,"Throop, Pa.",,,https://bloomsburgathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 65%,2028,Goalkeeper
Commonwealth University-Bloomsburg,Pennsylvania State Athletic Conference,Samantha Merklin,Jr.,,,,USA,"Effort, Pa.",,,https://bloomsburgathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 65%,2027,Goalkeeper
Commonwealth University-Bloomsburg,Pennsylvania State Athletic Conference,Alexa Arrigale,Jr.,,,,USA,"Blackwood, N.J.",,,https://bloomsburgathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 65%,2027,Midfielder
Commonwealth University-Bloomsburg,Pennsylvania State Athletic Conference,Sydney Donovan,So.,,,,USA,"Middletown, Del.",,,https://bloomsburgathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 65%,2028,Midfielder
Commonwealth University-Bloomsburg,Pennsylvania State Athletic Conference,Kennedy Kilchrist,Sr.,,,,USA,"Southampton, Pa.",,,https://bloomsburgathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 65%,2026,Midfielder
Commonwealth University-Bloomsburg,Pennsylvania State Athletic Conference,Alena Totten,Sr.,,,,USA,"Neptune, N.J.",,,https://bloomsburgathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 65%,2026,Forward
Commonwealth University-Bloomsburg,Pennsylvania State Athletic Conference,Morgan Pennisi,Fr.,,,,USA,"Huntingdon Valley, Pa.",,,https://bloomsburgathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 65%,2029,Forward
Commonwealth University-Bloomsburg,Pennsylvania State Athletic Conference,Brooke Coco,So.,,,,USA,"Blackwood, N.J.",,,https://bloomsburgathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 65%,2028,Defender
Commonwealth University-Bloomsburg,Pennsylvania State Athletic Conference,Allie Messner,Fr.,,,,USA,"Granville, Ohio",,,https://bloomsburgathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 65%,2029,Midfielder
Commonwealth University-Bloomsburg,Pennsylvania State Athletic Conference,Beth Stephens,So.,,,,USA,"Lacey Township, N.J.",,,https://bloomsburgathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 65%,2028,Midfielder
Commonwealth University-Bloomsburg,Pennsylvania State Athletic Conference,Laci Bell,So.,,,,USA,"Baltimore, Md.",,,https://bloomsburgathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 65%,2028,Midfielder
Commonwealth University-Bloomsburg,Pennsylvania State Athletic Conference,Aubrey Hondros,Sr.,,,,USA,"Richboro, Pa.",,,https://bloomsburgathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 65%,2026,Midfielder
Commonwealth University-Bloomsburg,Pennsylvania State Athletic Conference,Cam Demarest,Fr.,,,,USA,"Tannersville, Pa.",,,https://bloomsburgathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 65%,2029,Midfielder
Commonwealth University-Bloomsburg,Pennsylvania State Athletic Conference,Anna Dalesandro,So.,,,,USA,"Robesonia, Pa.",,,https://bloomsburgathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 65%,2028,Midfielder
Commonwealth University-Bloomsburg,Pennsylvania State Athletic Conference,Brooke Foster,Sr.,,,,USA,"Cherry Hill, N.J.",,,https://bloomsburgathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 65%,2026,Midfielder
Commonwealth University-Bloomsburg,Pennsylvania State Athletic Conference,Marlee Potillo,Sr.,,,,USA,"Ossining, N.Y.",,,https://bloomsburgathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 65%,2026,Midfielder
Commonwealth University-Bloomsburg,Pennsylvania State Athletic Conference,Lindsey Bull,So.,,,,USA,"Bloomsburg, Pa.",,,https://bloomsburgathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 65%,2028,Defender
Commonwealth University-Bloomsburg,Pennsylvania State Athletic Conference,Makayla Lear,So.,,,,USA,"Orangeville, Pa.",,,https://bloomsburgathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 65%,2028,Defender
Commonwealth University-Bloomsburg,Pennsylvania State Athletic Conference,Meg Mullin,Fr.,,,,USA,"Delran, N.J.",,,https://bloomsburgathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 65%,2029,Midfielder
Commonwealth University-Bloomsburg,Pennsylvania State Athletic Conference,Olivia Thompson,So.,,,,USA,"Pottstown, Pa.",,,https://bloomsburgathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 65%,2028,Midfielder
Commonwealth University-Bloomsburg,Pennsylvania State Athletic Conference,Jess Wanzor,R-Jr.,,,,USA,"Jackson, N.J.",,,https://bloomsburgathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 65%,2027,Forward
Commonwealth University-Bloomsburg,Pennsylvania State Athletic Conference,Averie Doughty,Sr.,,,,USA,"Souderton, Pa.",,,https://bloomsburgathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 65%,2026,Forward
Commonwealth University-Bloomsburg,Pennsylvania State Athletic Conference,Daryn Savage,So.,,,,USA,"Bensalem, Pa.",,,https://bloomsburgathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 65%,2028,Defender
Commonwealth University-Bloomsburg,Pennsylvania State Athletic Conference,Nikki Schmidt,Jr.,,,,USA,"Montgomery, N.Y.",,,https://bloomsburgathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 65%,2027,Midfielder
Commonwealth University-Bloomsburg,Pennsylvania State Athletic Conference,Madelyn Blake,Fr.,,,,USA,"Bloomsburg, Pa.",,,https://bloomsburgathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 65%,2029,Midfielder
Commonwealth University-Bloomsburg,Pennsylvania State Athletic Conference,Erin Ranegan,Sr.,,,,USA,"Wilmington, Del.",,,https://bloomsburgathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 65%,2026,Defender
Commonwealth University-Bloomsburg,Pennsylvania State Athletic Conference,Allison Fidler,Fr.,,,,USA,"Moorestown, N.J.",,,https://bloomsburgathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 65%,2029,Midfielder
Commonwealth University-Bloomsburg,Pennsylvania State Athletic Conference,Emma Wilkinson,Jr.,,,,USA,"Smithtown, N.Y.",,,https://bloomsburgathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 65%,2027,Defender
Commonwealth University-Bloomsburg,Pennsylvania State Athletic Conference,Lorelei Hartzfeld,Jr.,,,,USA,"Mount Wolf, Pa.",,,https://bloomsburgathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 65%,2027,Defender
Commonwealth University-Bloomsburg,Pennsylvania State Athletic Conference,Sophia Clark,Fr.,,,,USA,"Hughesville, Pa.",,,https://bloomsburgathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 65%,2029,Defender
Commonwealth University-Bloomsburg,Pennsylvania State Athletic Conference,Kennedie Huber,So.,,,,USA,"Mountain Top, Pa.",,,https://bloomsburgathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 65%,2028,Forward
Commonwealth University-Bloomsburg,Pennsylvania State Athletic Conference,Gianna Corropolese,Fr.,,,,USA,"Collegeville, Pa.",,,https://bloomsburgathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 65%,2029,Defender
Commonwealth University-Bloomsburg,Pennsylvania State Athletic Conference,Izzy Hoffeditz,Fr.,,,,USA,"Mercersburg, Pa.",,,https://bloomsburgathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 65%,2029,Goalkeeper
Commonwealth University-Bloomsburg,Pennsylvania State Athletic Conference,Anika Krasnai,So.,,,,USA,"Lancaster, Pa.",,,https://bloomsburgathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 65%,2028,Midfielder
Commonwealth University-Lock Haven,Pennsylvania State Athletic Conference,Megan Miller,Jr.,,,,USA,"Wexford, Pa.",,,https://lockhavenathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 44%,2027,Goalkeeper
Commonwealth University-Lock Haven,Pennsylvania State Athletic Conference,Alyssa Myers,Jr.,,,,USA,"Lehighton, Pa.",,,https://lockhavenathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 44%,2027,Goalkeeper
Commonwealth University-Lock Haven,Pennsylvania State Athletic Conference,Haley Jamison,So.,,,,USA,"York, Pa.",,,https://lockhavenathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 44%,2028,Goalkeeper
Commonwealth University-Lock Haven,Pennsylvania State Athletic Conference,Emily Parks,Fr.,,,,USA,"Morrisdale, Pa.",,,https://lockhavenathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 44%,2029,Midfielder
Commonwealth University-Lock Haven,Pennsylvania State Athletic Conference,Julia Haines,Gr.,,,,USA,"Arendtsville, Pa.",,,https://lockhavenathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 44%,2025,Midfielder
Commonwealth University-Lock Haven,Pennsylvania State Athletic Conference,Morgan Pavelik,Fr.,,,,USA,"New Holland, Pa.",,,https://lockhavenathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 44%,2029,Forward
Commonwealth University-Lock Haven,Pennsylvania State Athletic Conference,Janessa Swartz,Gr.,,,,USA,"Palmyra, Pa.",,,https://lockhavenathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 44%,2025,Midfielder
Commonwealth University-Lock Haven,Pennsylvania State Athletic Conference,Aleigha Rieppel,So.,,,,USA,"Williamsport, Pa.",,,https://lockhavenathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 44%,2028,Midfielder
Commonwealth University-Lock Haven,Pennsylvania State Athletic Conference,Luca Verello,Sr.,,,,,Philadelphia,,,https://lockhavenathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 44%,2026,Midfielder
Commonwealth University-Lock Haven,Pennsylvania State Athletic Conference,Ava Kovscek,Fr.,,,,USA,"Brownsville, Pa.",,,https://lockhavenathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 44%,2029,Midfielder
Commonwealth University-Lock Haven,Pennsylvania State Athletic Conference,Sydney Stahl,Sr.,,,,USA,"Pittsburgh, Pa.",,,https://lockhavenathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 44%,2026,Forward
Commonwealth University-Lock Haven,Pennsylvania State Athletic Conference,Eva Stoessel,Gr.,,,,USA,"Grantville, Pa.",,,https://lockhavenathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 44%,2025,Midfielder
Commonwealth University-Lock Haven,Pennsylvania State Athletic Conference,Julia Tavares,Jr.,,,,USA,"Rehoboth, Mass.",,,https://lockhavenathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 44%,2027,Midfielder
Commonwealth University-Lock Haven,Pennsylvania State Athletic Conference,Tyla Walker,So.,,,,USA,"Middletown, Del.",,,https://lockhavenathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 44%,2028,Defender
Commonwealth University-Lock Haven,Pennsylvania State Athletic Conference,Elizabeth Shultz,Fr.,,,,USA,"Williamsport, Pa.",,,https://lockhavenathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 44%,2029,Forward
Commonwealth University-Lock Haven,Pennsylvania State Athletic Conference,Georgia Sible,Fr.,,,,USA,"New Market, Md.",,,https://lockhavenathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 44%,2029,Defender
Commonwealth University-Lock Haven,Pennsylvania State Athletic Conference,Emily Reeve,Jr.,,,,USA,"Folsom, Pa.",,,https://lockhavenathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 44%,2027,Defender
Commonwealth University-Lock Haven,Pennsylvania State Athletic Conference,Makayla Grace Weber,Jr.,,,,USA,"New Berlin, Pa.",,,https://lockhavenathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 44%,2027,Defender
Commonwealth University-Lock Haven,Pennsylvania State Athletic Conference,Lily Litrun,Sr.,,,,USA,"Allison Park, Pa.",,,https://lockhavenathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 44%,2026,Forward
Commonwealth University-Lock Haven,Pennsylvania State Athletic Conference,Emma Cline,Fr.,,,,USA,"Montoursville, Pa.",,,https://lockhavenathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 44%,2029,Forward
Commonwealth University-Lock Haven,Pennsylvania State Athletic Conference,Abigail Amaya,So.,,,,USA,"Ephrata, Pa.",,,https://lockhavenathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 44%,2028,Defender
Commonwealth University-Lock Haven,Pennsylvania State Athletic Conference,Evelyn Ciaccia,Gr.,,,,USA,"Levittown, Pa.",,,https://lockhavenathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 44%,2025,Forward
Commonwealth University-Lock Haven,Pennsylvania State Athletic Conference,Ellie Gerhart,Fr.,,,,USA,"Lebanon, Pa.",,,https://lockhavenathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 44%,2029,Defender
Commonwealth University-Lock Haven,Pennsylvania State Athletic Conference,Bryn Constanzer,Fr.,,,,USA,"Silverdale, Pa.",,,https://lockhavenathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 44%,2029,Forward
Commonwealth University-Lock Haven,Pennsylvania State Athletic Conference,Leana Cuzzocrea,Jr.,,,,USA,"Mars, Pa.",,,https://lockhavenathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 44%,2027,Midfielder
Commonwealth University-Lock Haven,Pennsylvania State Athletic Conference,Allyse Filipowich,Jr.,,,,USA,"Wilkes-Barre, Pa.",,,https://lockhavenathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 44%,2027,Defender
Commonwealth University-Lock Haven,Pennsylvania State Athletic Conference,Kylie Auman,Sr.,,,,USA,"Centre Hall, Pa.",,,https://lockhavenathletics.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 44%,2026,Goalkeeper
Commonwealth University-Mansfield,Pennsylvania State Athletic Conference,Serenity Esterline,Fr.,,,,USA,"Surprise, Ariz.",,,https://gomounties.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 10%,2029,Goalkeeper
